backend,rows,cols,generations,threads,block,shared,wrap,kernel_ms,wall_ms,mcells_kernel,mcells_wall
cuda,4096,4096,20,1,256,1,0,22.01977587,22.236547,15238.31678,15089.76731
cuda,4096,4096,20,1,256,1,0,26.97622406,27.193524,12438.52065,12339.12604
cuda,4096,4096,20,1,512,0,0,16.22732794,16.445224,20677.73087,20403.75491
cuda,4096,4096,20,1,512,0,0,15.01027203,15.242595,22354.31306,22013.59545
cuda,4096,4096,20,1,512,0,0,17.75833589,17.996874,18895.03173,18644.58905
cuda,4096,4096,20,1,512,0,0,17.76252794,17.993016,18890.57239,18648.58676
cuda,4096,4096,20,1,512,0,0,16.22963208,16.444514,20674.79524,20404.63586
cuda,4096,4096,20,1,512,1,0,25.00636804,25.224398,13418.35485,13302.37178
cuda,4096,4096,20,1,512,1,0,30.0267843,30.26559,11174.83366,11086.66046
cuda,4096,4096,20,1,512,1,0,28.44092786,28.661604,11797.93858,11707.10195
cuda,4096,4096,20,1,512,1,0,25.03491187,25.24931,13403.05577,13289.24711
cuda,4096,4096,20,1,512,1,0,23.78998411,24.001551,14104.43649,13980.10987
cuda,8192,8192,10,1,32,0,0,55.32198381,55.472263,12130.59608,12097.73324
cuda,8192,8192,10,1,32,0,0,55.76336002,55.917477,12034.58041,12001.41129
cuda,8192,8192,10,1,32,0,0,55.6365757,55.789006,12062.00474,12029.04816
cuda,8192,8192,10,1,32,0,0,55.84841633,56.003534,12016.25192,11982.9695
cuda,8192,8192,10,1,32,0,0,55.77215958,55.936924,12032.68163,11997.23889
cuda,8192,8192,10,1,32,1,0,134.8844166,135.037786,4975.286671,4969.63598
cuda,8192,8192,10,1,32,1,0,134.4108801,134.563414,4992.814864,4987.155275
cuda,8192,8192,10,1,32,1,0,132.937665,133.091941,5048.145235,5042.293583
cuda,8192,8192,10,1,32,1,0,136.1255684,136.291148,4929.923511,4923.934165
cuda,8192,8192,10,1,32,1,0,141.7993603,141.965386,4732.663382,4727.128626
cuda,8192,8192,10,1,64,0,0,25.58025575,25.731339,26234.63372,26080.59534
cuda,8192,8192,10,1,64,0,0,26.52073598,26.671653,25304.29927,25161.11919
cuda,8192,8192,10,1,64,0,0,26.49516797,26.645413,25328.71808,25185.89748
cuda,8192,8192,10,1,64,0,0,26.48758388,26.637155,25335.97036,25193.70556
cuda,8192,8192,10,1,64,0,0,26.44652796,26.597671,25375.30224,25231.10539
cuda,8192,8192,10,1,64,1,0,55.69753551,55.849771,12048.80313,12015.96046
cuda,8192,8192,10,1,64,1,0,59.08019066,59.233952,11358.94506,11329.45916
cuda,8192,8192,10,1,64,1,0,58.81001568,58.962793,11411.1284,11381.56125
cuda,8192,8192,10,1,64,1,0,58.79651117,58.950225,11413.74933,11383.98776
cuda,8192,8192,10,1,64,1,0,54.51689577,54.682618,12309.73683,12272.4307
cuda,8192,8192,10,1,128,0,0,27.82976007,28.001944,24114.06488,23965.78752
cuda,8192,8192,10,1,128,0,0,27.72512031,27.892873,24205.07585,24059.50222
cuda,8192,8192,10,1,128,0,0,27.7479682,27.912322,24185.14521,24042.73783
cuda,8192,8192,10,1,128,0,0,27.78284812,27.938527,24154.78201,24020.18689
cuda,8192,8192,10,1,128,0,0,26.93760014,27.085243,24912.71073,24776.91044
cuda,8192,8192,10,1,128,1,0,51.46863985,51.636338,13038.78715,12996.44138
cuda,8192,8192,10,1,128,1,0,51.47734404,51.64762,13036.58245,12993.60242
cuda,8192,8192,10,1,128,1,0,49.37663984,49.526993,13591.21727,13549.95729
cuda,8192,8192,10,1,128,1,0,51.4177599,51.575862,13051.68956,13011.68054
cuda,8192,8192,10,1,128,1,0,51.46617556,51.618427,13039.41147,13000.951
